gene_symbol_DLV,gene_symbol_original,gene_name,aeid,aenm,signal_direction,analysis_direction,assay_component_endpoint_desc,gene_direction
C5AR1,C5AR1,complement component 5a receptor 1,634,NVS_GPCR_hC5a,loss,positive,"Data from the assay component NVS_GPCR_hC5a was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_hC5a, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene C5AR1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
DRD1,DRD1,dopamine receptor D1,635,NVS_GPCR_hDRD1,loss,positive,"Data from the assay component NVS_GPCR_hDRD1 was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_hDRD1, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene DRD1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
DRD2,DRD2,dopamine receptor D2,636,NVS_GPCR_hDRD2s,loss,positive,"Data from the assay component NVS_GPCR_hDRD2s was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_hDRD2s, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene DRD2. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
DRD4,DRD4,dopamine receptor D4,637,NVS_GPCR_hDRD4.4,loss,positive,"Data from the assay component NVS_GPCR_hDRD4.4 was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_hDRD4.4, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene DRD4. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
EDNRA,EDNRA,endothelin receptor type A,638,NVS_GPCR_hETA,loss,positive,"Data from the assay component NVS_GPCR_hETA was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_hETA, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene EDNRA. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
EDNRB,EDNRB,endothelin receptor type B,639,NVS_GPCR_hETB,loss,positive,"Data from the assay component NVS_GPCR_hETB was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_hETB, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene EDNRB. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
HRH1,HRH1,histamine receptor H1,640,NVS_GPCR_hH1,loss,positive,"Data from the assay component NVS_GPCR_hH1 was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_hH1, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene HRH1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
LTB4R,LTB4R,leukotriene B4 receptor,641,NVS_GPCR_hLTB4_BLT1,loss,positive,"Data from the assay component NVS_GPCR_hLTB4_BLT1 was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_hLTB4_BLT1, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene LTB4R. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
CHRM1,CHRM1,"cholinergic receptor, muscarinic 1",642,NVS_GPCR_hM1,loss,positive,"Data from the assay component NVS_GPCR_hM1 was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_hM1, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene CHRM1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
CHRM2,CHRM2,"cholinergic receptor, muscarinic 2",643,NVS_GPCR_hM2,loss,positive,"Data from the assay component NVS_GPCR_hM2 was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_hM2, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene CHRM2. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
CHRM3,CHRM3,"cholinergic receptor, muscarinic 3",644,NVS_GPCR_hM3,loss,positive,"Data from the assay component NVS_GPCR_hM3 was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_hM3, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene CHRM3. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
CHRM4,CHRM4,"cholinergic receptor, muscarinic 4",645,NVS_GPCR_hM4,loss,positive,"Data from the assay component NVS_GPCR_hM4 was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_hM4, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene CHRM4. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
CHRM5,CHRM5,"cholinergic receptor, muscarinic 5",646,NVS_GPCR_hM5,loss,positive,"Data from the assay component NVS_GPCR_hM5 was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_hM5, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene CHRM5. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
TACR2,TACR2,tachykinin receptor 2,647,NVS_GPCR_hNK2,loss,positive,"Data from the assay component NVS_GPCR_hNK2 was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_hNK2, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene TACR2. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
NPY1R,NPY1R,neuropeptide Y receptor Y1,648,NVS_GPCR_hNPY1,loss,positive,"Data from the assay component NVS_GPCR_hNPY1 was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_hNPY1, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene NPY1R. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
NPY2R,NPY2R,neuropeptide Y receptor Y2,649,NVS_GPCR_hNPY2,loss,positive,"Data from the assay component NVS_GPCR_hNPY2 was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_hNPY2, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene NPY2R. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
NTSR1,NTSR1,neurotensin receptor 1 (high affinity),650,NVS_GPCR_hNTS,loss,positive,"Data from the assay component NVS_GPCR_hNTS was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_hNTS, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene NTSR1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
OPRD1,OPRD1,"opioid receptor, delta 1",651,NVS_GPCR_hOpiate_D1,loss,positive,"Data from the assay component NVS_GPCR_hOpiate_D1 was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_hOpiate_D1, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene OPRD1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
OPRM1,OPRM1,"opioid receptor, mu 1",652,NVS_GPCR_hOpiate_mu,loss,positive,"Data from the assay component NVS_GPCR_hOpiate_mu was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_hOpiate_mu, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene OPRM1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
OPRL1,OPRL1,opiate receptor-like 1,653,NVS_GPCR_hORL1,loss,positive,"Data from the assay component NVS_GPCR_hORL1 was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_hORL1, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene OPRL1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
P2RY1,P2RY1,"purinergic receptor P2Y, G-protein coupled, 1",654,NVS_GPCR_hPY2,loss,positive,"Data from the assay component NVS_GPCR_hPY2 was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_hPY2, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene P2RY1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
TBXA2R,TBXA2R,thromboxane A2 receptor,655,NVS_GPCR_hTXA2,loss,positive,"Data from the assay component NVS_GPCR_hTXA2 was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_hTXA2, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene TBXA2R. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
AVPR1A,AVPR1A,arginine vasopressin receptor 1A,656,NVS_GPCR_hV1A,loss,positive,"Data from the assay component NVS_GPCR_hV1A was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_hV1A, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene AVPR1A. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
Cckar,Cckar,cholecystokinin A receptor,657,NVS_GPCR_mCCKAPeripheral,loss,positive,"Data from the assay component NVS_GPCR_mCCKAPeripheral was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_mCCKAPeripheral, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Cckar. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
Cckbr,Cckbr,cholecystokinin B receptor,658,NVS_GPCR_mCKKBCentral,loss,positive,"Data from the assay component NVS_GPCR_mCKKBCentral was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_mCKKBCentral, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Cckbr. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
HTR2C,HTR2C,"5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled",659,NVS_GPCR_p5HT2C,loss,positive,"Data from the assay component NVS_GPCR_p5HT2C was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_p5HT2C, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene HTR2C. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
Htr1a,Htr1a,"5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled",660,NVS_GPCR_r5HT_NonSelective,loss,positive,"Data from the assay component NVS_GPCR_r5HT_NonSelective was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_r5HT_NonSelective, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Htr1a. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
Htr1a,Htr1a,"5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled",661,NVS_GPCR_r5HT1_NonSelective,loss,positive,"Data from the assay component NVS_GPCR_r5HT1_NonSelective was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_r5HT1_NonSelective, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Htr1a. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
PTAFR,PTAFR,platelet-activating factor receptor,662,NVS_GPCR_rabPAF,loss,positive,"Data from the assay component NVS_GPCR_rabPAF was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_rabPAF, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene PTAFR. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
Adra1a,Adra1a,adrenoceptor alpha 1A,663,NVS_GPCR_rAdra1_NonSelective,loss,positive,"Data from the assay component NVS_GPCR_rAdra1_NonSelective was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_rAdra1_NonSelective, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Adra1a. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
Adra1a,Adra1a,adrenoceptor alpha 1A,664,NVS_GPCR_rAdra1A,loss,positive,"Data from the assay component NVS_GPCR_rAdra1A was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_rAdra1A, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Adra1a. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
Adra1b,Adra1b,adrenoceptor alpha 1B,665,NVS_GPCR_rAdra1B,loss,positive,"Data from the assay component NVS_GPCR_rAdra1B was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_rAdra1B, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Adra1b. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
Adra2a,Adra2a,adrenoceptor alpha 2A,666,NVS_GPCR_rAdra2_NonSelective,loss,positive,"Data from the assay component NVS_GPCR_rAdra2_NonSelective was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_rAdra2_NonSelective, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Adra2a. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
Adrb1,Adrb1,adrenoceptor beta 1,667,NVS_GPCR_rAdrb_NonSelective,loss,positive,"Data from the assay component NVS_GPCR_rAdrb_NonSelective was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_rAdrb_NonSelective, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Adrb1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
Crhr1,Crhr1,corticotropin releasing hormone receptor 1,668,NVS_GPCR_rCRF,loss,positive,"Data from the assay component NVS_GPCR_rCRF was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_rCRF, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Crhr1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""secretin receptor"".",Binding
Gabbr1,Gabbr1,gamma-aminobutyric acid (GABA) B receptor 1,669,NVS_GPCR_rGABBR,loss,positive,"Data from the assay component NVS_GPCR_rGABBR was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_rGABBR, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Gabbr1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""metabotropic glutamate receptor"".",Binding
Galr1,Galr1,galanin receptor 1,670,NVS_GPCR_rGalanin,loss,positive,"Data from the assay component NVS_GPCR_rGalanin was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_rGalanin, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Galr1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
Tspan17,Tspan17,tetraspanin 17,671,NVS_GPCR_rGHB,loss,positive,"Data from the assay component NVS_GPCR_rGHB was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_rGHB, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Tspan17. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""metabotropic glutamate receptor"".",Binding
Hrh3,Hrh3,histamine receptor H3,672,NVS_GPCR_rH3,loss,positive,"Data from the assay component NVS_GPCR_rH3 was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_rH3, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Hrh3. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
Adra2b,Adra2b,adrenoceptor alpha 2B,673,NVS_GPCR_rmAdra2B,loss,positive,"Data from the assay component NVS_GPCR_rmAdra2B was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_rmAdra2B, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Adra2b. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
Grm1,Grm1,"glutamate receptor, metabotropic 1",674,NVS_GPCR_rmMGluR1,loss,positive,"Data from the assay component NVS_GPCR_rmMGluR1 was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_rmMGluR1, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Grm1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""metabotropic glutamate receptor"".",Binding
Grm5,Grm5,"glutamate receptor, metabotropic 5",675,NVS_GPCR_rmMGluR5,loss,positive,"Data from the assay component NVS_GPCR_rmMGluR5 was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_rmMGluR5, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Grm5. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""metabotropic glutamate receptor"".",Binding
Tacr1,Tacr1,tachykinin receptor 1,676,NVS_GPCR_rNK1,loss,positive,"Data from the assay component NVS_GPCR_rNK1 was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_rNK1, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Tacr1. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
Tacr3,Tacr3,tachykinin receptor 3,677,NVS_GPCR_rNK3,loss,positive,"Data from the assay component NVS_GPCR_rNK3 was analyzed into 1 assay endpoint. This assay endpoint, NVS_GPCR_rNK3, was analyzed in the positive fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of binding reporter, loss-of-signal activity can be used to understand changes in the binding as they relate to the gene Tacr3. 
Furthermore, this assay endpoint can be referred to as a primary readout, because the performed assay has only produced 1 assay endpoint. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the ""gpcr"" intended target family, where the subfamily is ""rhodopsin-like receptor"".",Binding
